date,group,ridership,on_time_pct,day_type,delay_avg_min,revenue,incidents
2025-02-26,Route D,849,80.6,Weekday,3.8,2266.83,1
2025-02-27,Route D,1057,93.3,Weekday,0,3213.28,0
2025-02-28,Route D,971,86.4,Weekday,3.5,3252.85,2
2025-03-01,Route D,565,76.1,Weekend,4.0,1542.45,1
2025-03-02,Route D,823,92.1,Weekend,2.1,2362.01,0
2025-03-03,Route D,851,77.7,Weekday,4.2,2136.01,0
2025-03-04,Route D,965,92.3,Weekday,2.0,2673.05,3
2025-03-05,Route D,1203,86.1,Weekday,2.5,4102.23,0
2025-03-06,Route D,723,87.7,Weekday,3.5,1944.87,0
2025-03-07,Route D,992,80.6,Weekday,3.9,2886.72,0
2025-03-08,Route D,764,89.2,Weekend,2.6,2429.52,1
2025-03-09,Route D,525,75.2,Weekend,6.2,1512.0,0
2025-03-10,Route D,886,85.7,Weekday,3.6,2365.62,0
2025-03-11,Route D,724,89.2,Weekday,0.5,1882.4,0
2025-03-12,Route D,837,88.9,Weekday,3.0,2820.69,1
2025-03-13,Route D,905,85.2,Weekday,6.1,3077.0,0
2025-03-14,Route D,1092,98.4,Weekday,1.0,3068.52,2
2025-03-15,Route D,482,79.7,Weekend,4.8,1243.56,0
2025-03-16,Route D,545,85.6,Weekend,5.9,1575.05,1
2025-03-17,Route D,833,93.7,Weekday,3.9,2682.26,0
2025-03-18,Route D,1270,86.9,Weekday,3.2,3733.8,1
2025-03-19,Route D,819,93.6,Weekday,2.8,2678.13,0
2025-03-20,Route D,909,82.2,Weekday,8.2,2717.91,0
2025-03-21,Route D,1087,82.6,Weekday,3.6,2815.33,0
2025-03-22,Route D,496,87.7,Weekend,1.3,1279.68,0
2025-03-23,Route D,635,76.7,Weekend,5.8,1657.35,0
2025-03-24,Route D,826,82.9,Weekday,5.3,2288.02,0
2025-03-25,Route D,1006,91.0,Weekday,1.1,2545.18,0
2025-03-26,Route D,899,91.7,Weekday,3.0,2535.18,0
2025-03-27,Route D,912,90.7,Weekday,4.6,3109.92,3
2025-03-28,Route D,1101,81.6,Weekday,4.3,3170.88,0
2025-03-29,Route D,630,91.5,Weekend,3.3,1839.6,0
2025-03-30,Route D,740,89.0,Weekend,3.2,2035.0,0
2025-03-31,Route D,871,82.7,Weekday,5.1,3004.95,0
2025-04-01,Route D,1022,77.0,Weekday,4.3,2892.26,0
2025-04-02,Route D,1059,74.0,Weekday,7.1,2986.38,2
2025-04-03,Route D,935,86.5,Weekday,4.4,3235.1,2
2025-04-04,Route D,892,93.8,Weekday,0,2444.08,0
2025-04-05,Route D,692,87.3,Weekend,2.1,1806.12,0
2025-04-06,Route D,534,80.8,Weekend,4.2,1842.3,0
2025-04-07,Route D,787,83.2,Weekday,2.9,2195.73,0
2025-04-08,Route D,1052,75.2,Weekday,5.0,3292.76,0
2025-04-09,Route D,1037,79.7,Weekday,3.5,3411.73,0
2025-04-10,Route D,1107,84.5,Weekday,2.7,3785.94,0
2025-04-11,Route D,1045,74.7,Weekday,5.8,2988.7,1
2025-04-12,Route D,487,82.9,Weekend,6.0,1538.92,0
2025-04-13,Route D,803,83.8,Weekend,3.8,2794.44,0
2025-04-14,Route D,758,90.8,Weekday,3.5,1902.58,0
2025-04-15,Route D,916,77.7,Weekday,5.5,2821.28,0
2025-04-16,Route D,816,86.9,Weekday,3.5,2448.0,0
2025-04-17,Route D,763,87.7,Weekday,3.2,2227.96,2
2025-04-18,Route D,1195,94.4,Weekday,2.1,3537.2,0
2025-04-19,Route D,775,78.1,Weekend,5.6,2278.5,0
2025-04-20,Route D,632,89.5,Weekend,2.8,2117.2,0
2025-04-21,Route D,883,83.3,Weekday,3.5,3072.84,0
2025-04-22,Route D,985,88.0,Weekday,0.2,2689.05,0
2025-04-23,Route D,818,88.3,Weekday,4.5,2396.74,0
2025-04-24,Route D,877,82.3,Weekday,3.4,2806.4,0
2025-04-25,Route D,871,85.0,Weekday,1.6,2229.76,0
2025-04-26,Route D,744,82.1,Weekend,3.9,2053.44,1
2025-04-27,Route D,819,76.4,Weekend,5.6,2538.9,0
2025-04-28,Route D,837,82.0,Weekday,5.4,2770.47,1
2025-04-29,Route D,787,82.4,Weekday,6.0,2030.46,0
2025-04-30,Route D,703,87.3,Holiday,4.9,2116.03,0
2025-01-01,Route E,1441,94.0,Weekday,2.2,4596.79,0
2025-01-02,Route E,1568,96.1,Weekday,1.0,4688.32,0
2025-01-03,Route E,1237,95.0,Weekday,2.3,3104.87,0
2025-01-04,Route E,1009,95.1,Weekend,0,3037.09,0
2025-01-05,Route E,871,87.2,Weekend,3.9,2247.18,0
2025-01-06,Route E,1134,91.2,Weekday,1.2,3141.18,0
2025-01-07,Route E,1423,94.8,Weekday,1.2,4340.15,0
2025-01-08,Route E,996,96.2,Weekday,2.3,3306.72,0
2025-01-09,Route E,1344,89.9,Weekday,2.2,4690.56,0
2025-01-10,Route E,1085,94.2,Weekday,0,3038.0,3
2025-01-11,Route E,783,92.1,Weekend,2.5,2732.67,1
2025-01-12,Route E,764,91.6,Weekend,4.3,2360.76,0
2025-01-13,Route E,1254,85.5,Weekday,4.0,3398.34,0
2025-01-14,Route E,1410,94.4,Weekday,1.8,3919.8,0
2025-01-15,Route E,1188,96.6,Weekday,0.6,3991.68,3
2025-01-16,Route E,1003,87.6,Holiday,5.1,3430.26,3
2025-01-17,Route E,1243,92.4,Weekday,1.4,4188.91,0
2025-01-18,Route E,865,83.7,Weekend,4.2,2586.35,0
2025-01-19,Route E,666,90.5,Weekend,3.6,1964.7,0
2025-01-20,Route E,1381,89.8,Weekday,1.6,4750.64,0
2025-01-21,Route E,1305,94.4,Weekday,1.1,3262.5,1
2025-01-22,Route E,1287,84.5,Weekday,2.2,3680.82,0
2025-01-23,Route E,1393,88.2,Weekday,2.8,4081.49,0
2025-01-24,Route E,1279,98.4,Weekday,0,3926.53,0
2025-01-25,Route E,1163,87.6,Weekend,4.6,2965.65,0
2025-01-26,Route E,995,86.6,Weekend,5.0,2925.3,0
2025-01-27,Route E,1584,93.6,Weekday,1.4,5052.96,0
2025-01-28,Route E,1255,89.1,Weekday,3.6,3953.25,0
2025-01-29,Route E,1258,85.0,Weekday,5.6,3358.86,0
2025-01-30,Route E,1220,96.8,Weekday,1.0,3904.0,0
2025-01-31,Route E,1596,88.9,Weekday,2.9,4357.08,0
2025-02-01,Route E,1243,91.3,Weekend,3.6,3629.56,0
2025-02-02,Route E,435,94.5,Weekend,1.9,1405.05,0
2025-02-03,Route E,1169,98.6,Weekday,1.7,3799.25,0
2025-02-04,Route E,1569,93.2,Weekday,1.7,4754.07,0
2025-02-05,Route E,1200,87.5,Weekday,2.8,3180.0,0
2025-02-06,Route E,1057,87.9,Weekday,0.8,2737.63,0
2025-02-07,Route E,1325,85.6,Weekday,1.3,3723.25,0
2025-02-08,Route E,1276,90.7,Weekend,2.8,3891.8,0
2025-02-09,Route E,694,86.6,Weekend,2.5,2193.04,0
2025-02-10,Route E,977,86.2,Weekday,3.3,3175.25,0
2025-02-11,Route E,1703,93.8,Weekday,2.9,4444.83,0
2025-02-12,Route E,1258,86.9,Weekday,2.5,4377.84,3
2025-02-13,Route E,1413,90.1,Weekday,3.5,4055.31,0
2025-02-14,Route E,1132,91.8,Weekday,0,3701.64,0
2025-02-15,Route E,1086,92.2,Weekend,2.4,3572.94,0
2025-02-16,Route E,968,87.7,Weekend,2.1,2826.56,1
2025-02-17,Route E,1526,93.4,Weekday,0.9,4288.06,0
2025-02-18,Route E,1219,93.1,Weekday,3.8,3705.76,0
2025-02-19,Route E,1081,85.3,Weekday,3.5,3459.2,1
2025-02-20,Route E,1257,91.7,Weekday,1.7,3255.63,0
2025-02-21,Route E,1072,92.5,Weekday,1.1,3473.28,0
2025-02-22,Route E,1150,85.1,Holiday,5.3,3473.0,1
2025-02-23,Route E,1354,90.5,Weekend,1.7,3561.02,1
2025-02-24,Route E,1275,99,Weekday,0.3,4220.25,0
2025-02-25,Route E,1275,96.8,Weekday,1.6,3927.0,0
2025-02-26,Route E,1149,92.0,Weekday,0.4,3297.63,0
2025-02-27,Route E,1322,95.1,Weekday,2.2,4256.84,0
2025-02-28,Route E,1264,90.9,Weekday,2.9,3754.08,0
2025-03-01,Route E,844,96.4,Weekend,3.2,2835.84,0
2025-03-02,Route E,1219,87.6,Weekend,2.2,3559.48,1
2025-03-03,Route E,1403,90.7,Weekday,2.8,4026.61,0
2025-03-04,Route E,1419,89.5,Weekday,3.8,4895.55,0
2025-03-05,Route E,816,87.8,Weekday,3.3,2725.44,0
2025-03-06,Route E,1299,90.8,Weekday,2.8,3637.2,0
2025-03-07,Route E,1555,85.7,Weekday,3.9,4649.45,1
2025-03-08,Route E,1089,99,Weekend,0.3,2733.39,0
2025-03-09,Route E,810,91.3,Weekend,3.3,2705.4,1
2025-03-10,Route E,1331,90.9,Weekday,1.0,4299.13,0
2025-03-11,Route E,1013,88.0,Weekday,2.8,3028.87,0
2025-03-12,Route E,1621,90.8,Weekday,4.6,5511.4,0
2025-03-13,Route E,1558,89.8,Weekday,1.5,5406.26,0
2025-03-14,Route E,1406,92.1,Weekday,2.2,4316.42,0
2025-03-15,Route E,884,93.8,Weekend,1.4,2439.84,0
2025-03-16,Route E,1045,85.0,Weekend,3.6,2894.65,0
2025-03-17,Route E,1156,93.0,Weekday,3.8,3560.48,0
2025-03-18,Route E,1431,94.8,Weekday,0.1,4951.26,0
2025-03-19,Route E,1452,89.8,Weekday,3.4,3804.24,0
2025-03-20,Route E,1183,84.0,Weekday,3.9,3951.22,0
2025-03-21,Route E,1270,93.5,Weekday,2.1,3632.2,0
2025-03-22,Route E,887,88.1,Weekend,3.3,2572.3,0
2025-03-23,Route E,950,90.9,Weekend,1.4,2812.0,1
2025-03-24,Route E,1341,91.4,Weekday,3.8,3526.83,1
2025-03-25,Route E,849,87.0,Weekday,4.5,2665.86,0
2025-03-26,Route E,1303,98.2,Weekday,0.9,4430.2,0
2025-03-27,Route E,1332,96.9,Weekday,2.7,4435.56,0
2025-03-28,Route E,1526,92.1,Weekday,2.7,5066.32,0
2025-03-29,Route E,1168,96.9,Weekend,1.1,3118.56,0
2025-03-30,Route E,1012,93.9,Weekend,1.8,3157.44,0
2025-03-31,Route E,1288,89.8,Weekday,3.7,3928.4,0
2025-04-01,Route E,1303,93.0,Weekday,2.5,3948.09,0
2025-04-02,Route E,1697,93.2,Weekday,0,5922.53,1
2025-04-03,Route E,1171,94.8,Weekday,0,3513.0,0
2025-04-04,Route E,1363,92.4,Weekday,2.9,3707.36,1
2025-04-05,Route E,964,89.5,Weekend,4.1,3152.28,3
2025-04-06,Route E,940,92.7,Weekend,1.7,2970.4,0
2025-04-07,Route E,1494,82.7,Weekday,8.1,4063.68,1
2025-04-08,Route E,1542,92.0,Weekday,0.9,5150.28,1
2025-04-09,Route E,1436,95.7,Weekday,1.7,4896.76,0
2025-04-10,Route E,1047,87.9,Weekday,0.2,3203.82,0
2025-04-11,Route E,1536,99,Weekday,1.3,4316.16,0
2025-04-12,Route E,803,93.4,Weekend,2.1,2184.16,0
2025-04-13,Route E,1378,90.9,Weekend,2.5,4437.16,2
2025-04-14,Route E,1418,92.9,Weekday,0.9,3573.36,0
2025-04-15,Route E,1607,87.5,Weekday,4.5,5560.22,0
2025-04-16,Route E,1013,94.6,Weekday,0.9,2633.8,0
2025-04-17,Route E,1395,92.7,Weekday,3.9,4826.7,0
2025-04-18,Route E,1216,95.7,Weekday,3.9,3879.04,2
2025-04-19,Route E,984,88.1,Weekend,2.3,2765.04,0
2025-04-20,Route E,891,95.4,Weekend,2.5,3073.95,2
2025-04-21,Route E,848,99.0,Weekday,0.6,2628.8,2
2025-04-22,Route E,1312,93.7,Weekday,1.4,4027.84,2
2025-04-23,Route E,1522,96.0,Weekday,1.3,4063.74,1
2025-04-24,Route E,1861,96.2,Weekday,1.9,5843.54,1
2025-04-25,Route E,1182,91.9,Weekday,2.0,3262.32,0
2025-04-26,Route E,1025,94.8,Weekend,1.3,3310.75,2
2025-04-27,Route E,1119,87.8,Weekend,2.0,2909.4,0
2025-04-28,Route E,1488,94.7,Weekday,0,4746.72,0
2025-04-29,Route E,1652,94.3,Weekday,1.1,5699.4,0
2025-04-30,Route E,1021,92.0,Holiday,1.8,3471.4,0
2025-01-01,Route F,967,81.3,Weekday,3.8,2881.66,0
2025-01-02,Route F,1275,85.9,Weekday,4.1,3315.0,0
2025-01-03,Route F,1116,89.8,Weekday,4.3,3593.52,1
2025-01-04,Route F,836,91.0,Weekend,2.3,2566.52,1
2025-01-05,Route F,903,89.7,Weekend,3.5,2645.79,0
2025-01-06,Route F,1059,81.2,Weekday,4.8,2827.53,0
2025-01-07,Route F,1216,95.4,Weekday,2.3,3416.96,0
2025-01-08,Route F,930,87.5,Weekday,4.4,2492.4,1
2025-01-09,Route F,1295,83.3,Weekday,5.1,3574.2,0
2025-01-10,Route F,1199,90.9,Weekday,4.1,3800.83,0
2025-01-11,Route F,956,83.5,Weekend,5.4,3317.32,0
2025-01-12,Route F,542,83.8,Weekend,4.6,1647.68,1
2025-01-13,Route F,1019,76.8,Weekday,6.2,3036.62,0
2025-01-14,Route F,1400,82.4,Weekday,1.8,4620.0,0
2025-01-15,Route F,1175,85.1,Weekday,3.3,3830.5,0
2025-01-16,Route F,1219,84.0,Holiday,3.4,3559.48,3
2025-01-17,Route F,643,93.8,Weekday,0,1774.68,2
2025-01-18,Route F,618,88.6,Weekend,2.6,1786.02,0
2025-01-19,Route F,786,90.6,Weekend,0,2585.94,0
2025-01-20,Route F,1269,81.8,Weekday,4.4,3692.79,0
2025-01-21,Route F,936,82.6,Weekday,6.9,2864.16,0
2025-01-22,Route F,1036,85.6,Weekday,5.1,2942.24,0
2025-01-23,Route F,1034,90.8,Weekday,2.0,2874.52,0
2025-01-24,Route F,1150,81.0,Weekday,3.6,2921.0,1
2025-01-25,Route F,788,90.2,Weekend,2.4,2679.2,0
2025-01-26,Route F,466,88.7,Weekend,1.9,1295.48,0
2025-01-27,Route F,1154,84.8,Weekday,4.2,4004.38,0
2025-01-28,Route F,1112,88.8,Weekday,2.0,3247.04,0
2025-01-29,Route F,1224,90.2,Weekday,3.3,3990.24,1
2025-01-30,Route F,930,89.6,Weekday,1.3,2473.8,0
2025-01-31,Route F,1088,86.9,Weekday,4.8,2752.64,0
2025-02-01,Route F,568,91.7,Weekend,0.1,1562.0,0
2025-02-02,Route F,1080,83.1,Weekend,3.9,3250.8,0
2025-02-03,Route F,1493,87.9,Weekday,3.2,4284.91,0
2025-02-04,Route F,1331,96.0,Weekday,0,3540.46,1
2025-02-05,Route F,1098,86.9,Weekday,1.4,3063.42,0
2025-02-06,Route F,1295,92.5,Weekday,4.2,4079.25,0
2025-02-07,Route F,1106,86.3,Weekday,4.6,2787.12,1
2025-02-08,Route F,852,86.3,Weekend,4.9,2641.2,0
2025-02-09,Route F,720,86.8,Weekend,5.5,2023.2,2
2025-02-10,Route F,1068,82.9,Weekday,3.5,2937.0,0
2025-02-11,Route F,1290,82.8,Weekday,2.3,3741.0,0
2025-02-12,Route F,930,86.4,Weekday,4.0,2929.5,0
2025-02-13,Route F,1042,86.2,Weekday,4.0,2667.52,3
2025-02-14,Route F,965,79.3,Weekday,5.0,3271.35,0
2025-02-15,Route F,1116,92.0,Weekend,3.7,3794.4,1
2025-02-16,Route F,923,80.5,Weekend,3.9,2972.06,0
2025-02-17,Route F,962,90.8,Weekday,2.3,2809.04,0
2025-02-18,Route F,1440,88.7,Weekday,2.1,4651.2,0
2025-02-19,Route F,1131,78.4,Weekday,4.9,3856.71,0
2025-02-20,Route F,851,86.5,Weekday,4.7,2280.68,0
2025-02-21,Route F,887,89.6,Weekday,3.3,2935.97,1
2025-02-22,Route F,871,91.5,Holiday,2.6,2491.06,1
2025-02-23,Route F,744,95.2,Weekend,0.7,2075.76,1
2025-02-24,Route F,1295,77.1,Weekday,6.2,3988.6,2
2025-02-25,Route F,1501,91.5,Weekday,0,4322.88,0
2025-02-26,Route F,1178,96.2,Weekday,1.7,3109.92,0
2025-02-27,Route F,994,90.4,Weekday,3.5,2803.08,1
2025-02-28,Route F,1075,88.0,Weekday,1.6,3364.75,0
2025-03-01,Route F,838,86.6,Weekend,3.1,2237.46,1
2025-03-02,Route F,1134,78.5,Weekend,5.5,2937.06,0
2025-03-03,Route F,1064,83.2,Weekday,5.4,2702.56,0
2025-03-04,Route F,1143,86.3,Weekday,3.6,3223.26,1
2025-03-05,Route F,1273,93.9,Weekday,0.9,4060.87,0
2025-03-06,Route F,1088,90.3,Weekday,3.3,3361.92,0
2025-03-07,Route F,1244,83.2,Weekday,3.7,3856.4,0
2025-03-08,Route F,1114,99,Weekend,0,3163.76,2
2025-03-09,Route F,779,89.4,Weekend,5.2,2259.1,0
2025-03-10,Route F,1058,86.6,Weekday,2.7,3417.34,0
2025-03-11,Route F,1259,91.1,Weekday,2.0,4255.42,0
2025-03-12,Route F,1141,85.4,Weekday,3.6,3982.09,0
2025-03-13,Route F,1160,86.1,Weekday,3.0,3340.8,0
2025-03-14,Route F,1015,84.1,Weekday,4.1,3248.0,0
2025-03-15,Route F,770,93.9,Weekend,1.0,2394.7,0
2025-03-16,Route F,734,88.1,Weekend,2.5,2363.48,0
2025-03-17,Route F,1240,88.5,Weekday,3.1,3422.4,0
2025-03-18,Route F,1287,89.3,Weekday,4.5,3603.6,0
2025-03-19,Route F,1064,87.0,Weekday,4.2,2660.0,0
2025-03-20,Route F,1117,94.8,Weekday,0,3540.89,0
2025-03-21,Route F,1351,90.1,Weekday,2.4,3728.76,0
2025-03-22,Route F,772,91.1,Weekend,2.2,2285.12,0
2025-03-23,Route F,871,88.2,Weekend,2.4,2447.51,1
2025-03-24,Route F,1475,93.9,Weekday,2.7,3761.25,1
2025-03-25,Route F,1126,84.3,Weekday,3.1,3513.12,1
2025-03-26,Route F,1322,94.6,Weekday,2.6,3542.96,0
2025-03-27,Route F,1311,86.0,Weekday,1.7,4326.3,0
2025-03-28,Route F,1398,87.6,Weekday,2.5,4473.6,0
2025-03-29,Route F,943,85.9,Weekend,2.1,3111.9,0
2025-03-30,Route F,964,89.0,Weekend,3.8,2757.04,0
2025-03-31,Route F,1050,78.2,Weekday,6.1,3591.0,0
2025-04-01,Route F,1165,85.6,Weekday,3.8,3215.4,0
2025-04-02,Route F,1107,79.7,Weekday,5.3,3398.49,3
2025-04-03,Route F,958,84.7,Weekday,2.9,2893.16,1
2025-04-04,Route F,1386,91.1,Weekday,2.2,4407.48,0
2025-04-05,Route F,1006,90.3,Weekend,1.1,3510.94,0
2025-04-06,Route F,787,84.6,Weekend,5.2,2652.19,0
2025-04-07,Route F,909,83.2,Weekday,4.2,3154.23,0
2025-04-08,Route F,1221,94.0,Weekday,0.8,3614.16,1
2025-04-09,Route F,1251,77.6,Weekday,6.4,3690.45,0
2025-04-10,Route F,932,87.0,Weekday,4.2,2851.92,0
2025-04-11,Route F,1285,92.6,Weekday,2.7,4009.2,0
2025-04-12,Route F,734,86.7,Weekend,1.9,2099.24,0
2025-04-13,Route F,482,87.8,Weekend,4.3,1474.92,0
2025-04-14,Route F,934,88.1,Weekday,2.8,3044.84,0
2025-04-15,Route F,1098,81.8,Weekday,6.5,3799.08,0
2025-04-16,Route F,917,85.8,Weekday,4.2,2420.88,1
2025-04-17,Route F,1208,86.5,Weekday,2.8,3756.88,0
2025-04-18,Route F,1333,84.8,Weekday,1.8,4292.26,0
2025-04-19,Route F,928,77.1,Weekend,7.1,3099.52,0
2025-04-20,Route F,875,81.5,Weekend,3.0,2301.25,0
2025-04-21,Route F,823,85.3,Weekday,3.6,2831.12,1
2025-04-22,Route F,978,87.5,Weekday,3.8,3012.24,1
2025-04-23,Route F,1129,90.3,Weekday,3.3,3499.9,1
2025-04-24,Route F,1012,86.8,Weekday,6.0,3299.12,0
2025-04-25,Route F,1131,99,Weekday,0,3336.45,0
2025-04-26,Route F,624,90.9,Weekend,2.3,1996.8,1
2025-04-27,Route F,706,84.1,Weekend,1.2,2209.78,0
2025-04-28,Route F,1079,84.0,Weekday,3.0,3754.92,0
2025-04-29,Route F,1389,92.6,Weekday,1.5,4430.91,0
2025-04-30,Route F,885,86.0,Holiday,3.7,2805.45,0
2025-01-01,Route G,1046,79.4,Weekday,4.6,3462.26,0
2025-01-02,Route G,1333,91.8,Weekday,2.2,4225.61,0
2025-01-03,Route G,1050,86.0,Weekday,3.3,3507.0,0
2025-01-04,Route G,866,86.7,Weekend,5.3,2190.98,1
2025-01-05,Route G,997,95.0,Weekend,1.1,3230.28,0
2025-01-06,Route G,750,89.7,Weekday,4.7,2475.0,0
2025-01-07,Route G,874,79.2,Weekday,2.9,3041.52,0
2025-01-08,Route G,1293,88.2,Weekday,2.9,3555.75,0
2025-01-09,Route G,1108,79.1,Weekday,6.5,3545.6,0
2025-01-10,Route G,760,89.2,Weekday,1.2,2356.0,1
2025-01-11,Route G,877,88.1,Weekend,3.8,2359.13,0
2025-01-12,Route G,959,84.1,Weekend,3.9,2809.87,0
2025-01-13,Route G,1185,93.8,Weekday,1.5,3803.85,0
2025-01-14,Route G,1183,91.5,Weekday,3.0,3016.65,2
2025-01-15,Route G,884,84.1,Weekday,2.4,2528.24,1
2025-01-16,Route G,693,86.5,Holiday,3.6,2085.93,0
2025-01-17,Route G,1101,86.8,Weekday,3.2,2994.72,0
2025-01-18,Route G,685,93.1,Weekend,2.1,2075.55,3
2025-01-19,Route G,1001,95.3,Weekend,0,2512.51,0
2025-01-20,Route G,743,92.6,Weekday,0.6,2570.78,0
2025-01-21,Route G,912,84.2,Weekday,6.4,3137.28,0
2025-01-22,Route G,930,88.0,Weekday,4.9,2669.1,1
2025-01-23,Route G,901,87.6,Weekday,3.2,3063.4,0
2025-01-24,Route G,685,87.9,Weekday,4.5,2082.4,0
2025-01-25,Route G,1081,95.8,Weekend,1.8,3534.87,1
2025-01-26,Route G,692,90.0,Weekend,0.7,2408.16,1
2025-01-27,Route G,994,81.8,Weekday,2.3,3230.5,0
2025-01-28,Route G,918,90.1,Weekday,2.8,3020.22,0
2025-01-29,Route G,1075,85.8,Weekday,3.2,2967.0,0
2025-01-30,Route G,939,85.1,Weekday,5.5,2845.17,0
2025-01-31,Route G,1072,82.8,Weekday,2.9,3312.48,1
2025-02-01,Route G,1064,94.0,Weekend,3.2,2979.2,0
2025-02-02,Route G,918,89.5,Weekend,1.3,2662.2,0
2025-02-03,Route G,866,90.0,Weekday,3.3,2857.8,0
2025-02-04,Route G,1161,91.7,Weekday,1.9,3691.98,2
2025-02-05,Route G,1116,81.2,Weekday,2.7,3403.8,0
2025-02-06,Route G,1311,89.3,Weekday,2.8,4064.1,0
2025-02-07,Route G,1169,87.6,Weekday,3.1,3319.96,0
2025-02-08,Route G,430,85.3,Weekend,2.5,1143.8,0
2025-02-09,Route G,804,86.1,Weekend,4.4,2693.4,1
2025-02-10,Route G,1293,99,Weekday,0,3827.28,0
2025-02-11,Route G,1034,90.8,Weekday,3.9,3091.66,0
2025-02-12,Route G,1188,94.0,Weekday,2.8,3088.8,0
2025-02-13,Route G,1154,86.4,Weekday,1.8,3242.74,0
2025-02-14,Route G,1112,84.6,Weekday,3.4,3135.84,0
2025-02-15,Route G,867,89.1,Weekend,3.1,2548.98,1
2025-02-16,Route G,996,94.4,Weekend,2.9,3366.48,0
2025-02-17,Route G,967,92.3,Weekday,1.2,3007.37,1
2025-02-18,Route G,1018,90.7,Weekday,1.8,3094.72,0
2025-02-19,Route G,1093,87.6,Weekday,3.3,3289.93,0
2025-02-20,Route G,1061,84.5,Weekday,3.3,3278.49,2
2025-02-21,Route G,870,87.0,Weekday,4.6,2853.6,0
2025-02-22,Route G,679,90.9,Holiday,2.2,2009.84,0
2025-02-23,Route G,630,84.2,Weekend,4.8,1990.8,1
2025-02-24,Route G,1120,82.5,Weekday,5.1,3304.0,0
2025-02-25,Route G,1203,95.9,Weekday,0.5,4174.41,1
2025-02-26,Route G,907,89.4,Weekday,2.9,2321.92,0
2025-02-27,Route G,1218,92.2,Weekday,2.2,4153.38,0
2025-02-28,Route G,886,90.0,Weekday,5.7,2498.52,1
2025-03-01,Route G,875,79.6,Weekend,4.8,2913.75,0
2025-03-02,Route G,665,88.1,Weekend,2.3,2094.75,1
2025-03-03,Route G,930,84.1,Weekday,3.9,3171.3,0
2025-03-04,Route G,866,97.0,Weekday,0,2684.6,0
2025-03-05,Route G,1062,90.9,Weekday,2.8,2739.96,0
2025-03-06,Route G,1071,92.1,Weekday,0.7,2806.02,0
2025-03-07,Route G,1229,91.9,Weekday,0.2,3662.42,0
2025-03-08,Route G,775,91.8,Weekend,2.2,1968.5,0
2025-03-09,Route G,726,92.7,Weekend,3.3,1844.04,0
2025-03-10,Route G,1156,90.3,Weekday,3.7,3583.6,0
2025-03-11,Route G,1390,96.8,Weekday,1.0,4392.4,0
2025-03-12,Route G,1188,91.7,Weekday,4.5,3171.96,1
2025-03-13,Route G,1034,81.8,Weekday,3.3,3432.88,0
2025-03-14,Route G,984,85.6,Weekday,3.4,2902.8,0
2025-03-15,Route G,618,89.6,Weekend,3.8,1612.98,0
2025-03-16,Route G,866,84.4,Weekend,3.3,2251.6,0
2025-03-17,Route G,1088,87.9,Weekday,2.8,3568.64,0
2025-03-18,Route G,1175,92.8,Weekday,2.9,3912.75,1
2025-03-19,Route G,1196,90.0,Weekday,0.8,3611.92,0
2025-03-20,Route G,1225,90.6,Weekday,2.6,4030.25,0
2025-03-21,Route G,1315,82.0,Weekday,3.5,4286.9,0
2025-03-22,Route G,819,90.5,Weekend,1.5,2751.84,0
2025-03-23,Route G,769,92.6,Weekend,1.0,2068.61,1
2025-03-24,Route G,1095,82.6,Weekday,4.5,3449.25,0
2025-03-25,Route G,1059,87.0,Weekday,4.3,2806.35,0
2025-03-26,Route G,1040,98.7,Weekday,0,2891.2,0
2025-03-27,Route G,1113,89.1,Weekday,1.5,3650.64,0
2025-03-28,Route G,916,93.5,Weekday,1.6,2601.44,1
2025-03-29,Route G,881,88.0,Weekend,0.6,2783.96,1
2025-03-30,Route G,533,91.5,Weekend,2.6,1545.7,0
2025-03-31,Route G,1135,81.6,Weekday,4.0,3643.35,0
2025-04-01,Route G,1062,88.8,Weekday,3.4,3642.66,0
2025-04-02,Route G,1092,92.2,Weekday,2.3,2817.36,0
2025-04-03,Route G,723,98.5,Weekday,0,2320.83,0
2025-04-04,Route G,927,97.6,Weekday,0,2910.78,0
2025-04-05,Route G,818,95.9,Weekend,1.4,2069.54,0
2025-04-06,Route G,637,85.3,Weekend,3.6,1700.79,0
2025-04-07,Route G,1047,89.0,Weekday,5.0,3434.16,0
2025-04-08,Route G,1472,83.7,Weekday,5.1,4445.44,1
2025-04-09,Route G,1106,89.8,Weekday,2.1,3782.52,0
2025-04-10,Route G,1322,92.8,Weekday,1.6,4111.42,0
2025-04-11,Route G,1224,86.1,Weekday,3.4,3194.64,0
2025-04-12,Route G,905,85.6,Weekend,6.4,2986.5,2
2025-04-13,Route G,948,82.5,Weekend,2.7,3289.56,0
2025-04-14,Route G,942,90.0,Weekday,0.5,3259.32,0
2025-04-15,Route G,853,90.5,Weekday,3.0,2192.21,0
2025-04-16,Route G,1059,96.4,Weekday,0.8,2891.07,0
2025-04-17,Route G,1220,87.2,Weekday,5.5,3355.0,0
2025-04-18,Route G,1064,84.6,Weekday,1.9,2745.12,2
2025-04-19,Route G,614,89.6,Weekend,3.4,2118.3,0
2025-04-20,Route G,679,93.9,Weekend,0.8,1833.3,1
2025-04-21,Route G,1117,86.4,Weekday,3.7,3485.04,0
2025-04-22,Route G,1155,97.7,Weekday,2.3,3672.9,0
2025-04-23,Route G,854,83.3,Weekday,3.8,2544.92,0
